2004-03-28 10
2004-03-28 26
2004-04-01 27
2004-04-13 27
2004-04-14 27
2004-04-27 27
2004-05-04 27
2004-05-04 28
2004-05-08 31
2004-05-08 36
2004-05-09 36
2004-05-10 36
2004-05-11 36
2004-05-25 264
2004-05-26 264
2004-05-30 265
2004-05-30 266
2004-05-31 267
2004-05-31 268
2004-06-01 269
2004-06-01 270
2004-06-01 271
2004-06-01 272
2004-06-04 273
2004-06-04 274
2004-06-06 269
2004-06-06 272
2004-06-06 273
2004-06-08 272
2004-06-16 272
2004-07-07 272
2004-07-07 274
2004-07-08 274
2004-07-11 275
2004-07-12 275
2004-07-12 284
2004-07-12 285
2004-07-13 288
2004-07-16 289
2004-07-16 292
2004-07-16 297
2004-07-16 302
2004-07-16 303
2004-07-16 304
2004-07-19 292
2004-07-20 292
2004-07-21 292
2004-07-27 292
2004-07-29 294
2004-07-31 234
2004-07-31 235
2004-07-31 236
2004-07-31 237
2004-07-31 238
2004-07-31 294
2004-07-31 295
2004-08-01 233
2004-08-02 233
2004-08-08 233
2004-08-09 232
2004-08-09 234
2004-08-12 257
2004-08-18 260
2004-08-19 260
2004-08-20 260
2004-08-20 265
2004-08-20 266
2004-08-21 265
2004-08-25 327
2004-08-26 326
2004-08-27 326
2004-08-27 358
2004-08-27 364
2004-08-28 375
2004-09-07 377
2004-09-16 377
2004-09-19 375
2004-09-19 376
2004-09-19 377
2004-09-20 376
2004-09-22 377
2004-09-23 377
2004-10-18 377
2004-11-10 377
2004-11-15 378
2004-11-27 378
2004-12-06 378
2004-12-11 378
2004-12-24 378
2004-12-29 378
2005-01-02 378
2005-01-07 378
2005-01-08 379
2005-01-10 379
2005-01-14 379
2005-01-16 659
2005-01-16 660
2005-01-17 647
2005-01-17 659
2005-01-24 647
2005-01-25 647
2005-01-28 647
2005-02-06 638
2005-02-06 654
2005-02-06 661
2005-02-06 667
2005-02-06 672
2005-02-07 666
2005-02-07 667
2005-02-08 666
2005-02-08 667
2005-02-08 671
2005-02-08 672
2005-02-12 671
2005-02-12 672
2005-02-12 673
2005-02-12 675
2005-02-14 675
2005-02-17 675
2005-02-17 676
2005-02-17 681
2005-02-17 684
2005-02-18 684
2005-02-18 688
2005-02-18 689
2005-02-18 690
2005-02-18 696
2005-02-19 687
2005-02-19 688
2005-02-19 689
2005-02-19 690
2005-02-19 691
2005-02-19 695
2005-02-20 688
2005-02-21 689
2005-02-21 691
2005-02-22 692
2005-02-23 692
2005-02-23 698
2005-02-23 699
2005-02-24 700
2005-02-25 700
2005-02-26 700
2005-02-27 700
2005-02-28 700
2005-03-01 700
2005-03-01 701
2005-03-02 708
2005-03-03 706
2005-03-04 706
2005-03-04 707
2005-03-05 711
2005-03-06 780
2005-03-06 819
2005-03-06 823
2005-03-06 824
2005-03-06 827
2005-03-07 813
2005-03-07 814
2005-03-07 815
2005-03-07 817
2005-03-07 818
2005-03-07 820
2005-03-07 823
2005-03-07 826
2005-03-07 829
2005-03-07 831
2005-03-08 852
2005-03-08 855
2005-03-08 858
2005-03-08 861
2005-03-08 862
2005-03-08 863
2005-03-09 862
2005-03-09 863
2005-03-10 863
2005-03-11 863
2005-03-12 863
2005-03-14 863
2005-03-14 864
2005-03-14 866
2005-03-14 867
2005-03-15 869
2005-03-15 872
2005-03-16 872
2005-03-16 935
2005-03-16 936
2005-03-16 937
2005-03-17 938
2005-03-18 938
2005-03-19 938
2005-03-19 939
2005-03-20 939
2005-03-20 940
2005-03-20 941
2005-03-20 947
2005-03-21 947
2005-03-21 952
2005-03-21 955
2005-03-21 956
2005-03-22 956
2005-03-23 957
2005-03-23 958
2005-03-23 963
2005-03-23 964
2005-03-23 965
2005-03-23 967
2005-03-23 978
2005-03-23 982
2005-03-24 987
2005-03-24 988
2005-03-24 990
2005-03-24 991
2005-03-25 1005
2005-03-25 1006
2005-03-25 1008
2005-03-25 1013
2005-03-26 1013
2005-03-26 1016
2005-03-26 1017
2005-03-26 1018
2005-03-27 1018
2005-03-28 1027
2005-03-29 1027
2005-03-30 1027
2005-03-30 1030
2005-03-30 1035
2005-03-30 1036
2005-03-30 1039
2005-03-30 1041
2005-03-31 1044
2005-03-31 1047
2005-03-31 1051
2005-03-31 1055
2005-03-31 1062
2005-03-31 1072
2005-04-01 1072
2005-04-01 1076
2005-04-01 1092
2005-04-01 1097
2005-04-01 1098
2005-04-01 1102
2005-04-01 1103
2005-04-01 1105
2005-04-02 1097
2005-04-02 1102
2005-04-02 1103
2005-04-02 1105
2005-04-02 1108
2005-04-02 1109
2005-04-02 1112
2005-04-02 1113
2005-04-02 1114
2005-04-02 1116
2005-04-03 1122
2005-04-03 1135
2005-04-03 1136
2005-04-03 1140
2005-04-04 1140
2005-04-04 1141
2005-04-04 1142
2005-04-05 1142
2005-04-05 1159
2005-04-05 1160
2005-04-05 1165
2005-04-05 1167
2005-04-05 1168
2005-04-06 1168
2005-04-06 1169
2005-04-08 1169
2005-04-08 1170
2005-04-09 1178
2005-04-09 1188
2005-04-09 1191
2005-04-09 1194
2005-04-09 1197
2005-04-10 1194
2005-04-10 1198
2005-04-10 1207
2005-04-10 1212
2005-04-10 1216
2005-04-11 1210
2005-04-11 1212
2005-04-11 1213
2005-04-11 1214
2005-04-11 1215
2005-04-12 1216
2005-04-12 1217
2005-04-12 1218
2005-04-14 1220
2005-04-14 1221
2005-04-15 1220
2005-04-15 1221
2005-04-16 1220
2005-04-18 1203
2005-04-18 1211
2005-04-18 1212
2005-04-18 1214
2005-04-18 1215
2005-04-18 1216
2005-04-18 1220
2005-04-18 1221
2005-04-18 1223
2005-04-19 1209
2005-04-19 1211
2005-04-20 1209
2005-04-20 1210
2005-04-20 1213
2005-04-20 1216
2005-04-20 1223
2005-04-21 1225
2005-04-21 1226
2005-04-22 1226
2005-04-23 1226
2005-04-24 1226
2005-04-24 1228
2005-04-25 1228
2005-04-25 1229
2005-04-25 1230
2005-04-26 1230
2005-04-26 1235
2005-04-26 1236
2005-04-26 1242
2005-04-26 1244
2005-04-26 1248
2005-04-27 1248
2005-04-27 1249
2005-04-27 1253
2005-04-27 1255
2005-04-27 1256
2005-04-27 1259
2005-04-28 1250
2005-04-28 1257
2005-04-28 1258
2005-04-28 1260
2005-04-28 1261
2005-04-28 1262
2005-04-28 1263
2005-04-29 1218
2005-04-29 1220
2005-04-29 1221
2005-04-29 1222
2005-04-29 1225
2005-04-29 1260
2005-04-29 1261
2005-04-29 1263
2005-04-29 1266
2005-04-30 1222
2005-04-30 1227
2005-04-30 1230
2005-04-30 1236
2005-04-30 1237
2005-05-01 1241
2005-05-01 1242
2005-05-02 1242
2005-05-02 1245
2005-05-02 1247
2005-05-02 1248
2005-05-03 1249
2005-05-03 1253
2005-05-04 1253
2005-05-04 1254
2005-05-05 1258
2005-05-05 1260
2005-05-05 1263
2005-05-05 1267
2005-05-05 1271
2005-05-06 1271
2005-05-07 1271
2005-05-08 1271
2005-05-09 1270
2005-05-09 1271
2005-05-10 1270
2005-05-10 1271
2005-05-11 1271
2005-05-12 1261
2005-05-12 1264
2005-05-12 1265
2005-05-12 1266
2005-05-12 1267
2005-05-12 1271
2005-05-13 1265
2005-05-13 1268
2005-05-13 1275
2005-05-13 1278
2005-05-13 1279
2005-05-14 1279
2005-05-14 1284
2005-05-14 1287
2005-05-14 1292
2005-05-14 1295
2005-05-14 1302
2005-05-15 1311
2005-05-15 1313
2005-05-15 1314
2005-05-15 1329
2005-05-15 1332
2005-05-15 1340
2005-05-15 1349
2005-05-15 1358
2005-05-16 1377
2005-05-16 1394
2005-05-17 1421
2005-05-17 1422
2005-05-17 1423
2005-05-18 1423
2005-05-18 1424
2005-05-18 1425
2005-05-18 1437
2005-05-18 1438
2005-05-18 1441
2005-05-19 1442
2005-05-19 1443
2005-05-19 1445
2005-05-20 1445
2005-05-20 1450
2005-05-20 1451
2005-05-20 1462
2005-05-21 1462
2005-05-21 1465
2005-05-21 1467
2005-05-22 1467
2005-05-22 1469
2005-05-22 1470
2005-05-23 1470
2005-05-23 1476
2005-05-23 1479
2005-05-23 1486
2005-05-23 1495
2005-05-24 1495
2005-05-24 1499
2005-05-24 1505
2005-05-24 1517
2005-05-24 1520
2005-05-25 1520
2005-05-26 1523
2005-05-26 1549
2005-05-26 1557
2005-05-27 1557
2005-05-27 1558
2005-05-27 1559
2005-05-27 1561
2005-05-27 1562
2005-05-28 1449
2005-05-29 1449
